ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020627496;"Folio vierge";"PEREGRINO DA CESENA";;"736 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 38, dessiné au verso";
cl020627497;"Folio vierge";"PEREGRINO DA CESENA";;"739 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 40, dessiné au verso";
cl020627498;"Folio vierge";"PEREGRINO DA CESENA";;"740 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 41, dessiné au verso";
cl020627499;"Essais de plume";"PEREGRINO DA CESENA";;"741 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 42, dessiné au verso";
cl020627500;"Folio vierge";"PEREGRINO DA CESENA";;"742 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 43, dessiné au verso";
cl020627501;"Folio vierge";"PEREGRINO DA CESENA";;"666 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 11, dessiné au verso";
cl020627721;"Esquisse d'Adam et Eve";Anonyme;;"L 19 LR/2 Verso; 1176";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil : Aldegrever Heinrich -1-, L 19 LR, Folio 9, dessiné au verso";
cl020627722;"Esquisse d'Adam et Eve";Anonyme;;"L 19 LR/5 Verso; 1179";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil : Aldegrever Heinrich -1-, L 19 LR, Folio 12, dessiné au verso";
cl020627748;"Bonaparte à Mondovi (?)";"VINKELES Reiner";;"L 510 LR/31BIS Recto; 838";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil : Révolution française -14-, L 510 LR, Folio 24, rapporté au recto";
cl020627783;"La leçon d'anatomie du Professeur Tulp";"FREY Johannes Peter de";;"12513 LR/BIS Recto; 10741";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020627784;Paysage;"FREY Johannes Peter de";;"12529 LR/BIS Recto; 10741";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020627790;"Frise avec des volutes avec feuillage";"Aspertini, Amico";;"3336 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020628116;Horloge;"ANONYME ITALIEN XVIIè s";;"13106 LR/ Verso; 10735";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020628454;"Le gouvernement de Calais et les pays reconquis, dessin topographique avec des inscriptions manuscrites";"ANONYME FRANCAIS XVIIè s (première moitié)";1642;"25446 LR/ Recto; vol.8, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020628547;"Placte - Bendes Figurés et Broderée";"MAROT Daniel";;"29543 LR/ Recto; vol.8, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020628569;Untitled;"ANONYME ITALIEN XVIIè s";;"13346 LR/ Verso; 10733";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020628570;"Texte manuscrit";"ANONYME ITALIEN XVIIè s";;"13355 LR/ Verso;  10733";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020628981;"Modèle de vase sur un piédestal, orné de feuilles de vigne, des têtes de satyre et des amours hybrides";"PRIEUR Jean-Louis";;"29861 LR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020629163;"Page de titre du recueil Het groote Tafereel, Eere- Titel, of Gordyn voor het Schouburg der Actie- Tafereelen";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/1 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 1 recto, gravé au recto";
cl020629164;"Titel - Print Der Actie - Kraam of Voor- hof van Quinquenpoix";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/2 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 61 recto, gravé au recto";
cl020629165;"Portrait en pied de John Law";"SCHENK Leonardus";1720;"L 483 LR/3 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 62 recto, gravé au recto";
cl020629166;"De Windkoopers met Wind Beetald of de Iaafte zal blyven hangen";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/4 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 63 recto, rapporté sur onglet";
cl020629167;"Kermis wind - kraamer en grossier, Le Monopole des vents";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/5 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 64 recto, gravé au recto";
cl020629168;"Nieuwe en Nette Aftekening van de Door gravinge ...";"OTTENS Joachim";1720;"L 483 LR/7 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 66 recto, rapporté sur onglet";
cl020629169;"De Windverkopers of Windvangers, die door wind, verliezen Geld en Goed : bederven Vrouw en Kind";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/6 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 65 recto, rapporté sur onglet";
cl020629170;"Open Ondergang der Actieonisten Het Thuilleriece Hof Quinquempoix";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/8 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 67 recto, rapporté sur onglet";
cl020629171;"Verklaaring van't Klyne Tafereltje";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/9 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 68 recto, rapporté sur onglet";
cl020629172;"By Veele Zit de Kei In't Hooft Om Dat Men In De Wind Gelooft";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/10 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 69 recto, rapporté sur onglet";
cl020629173;"Dus ziet gy Quinquenpoix verbeeld...";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/11 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 70 recto, rapporté sur onglet";
cl020629174;"De Kermis - Kraam, van de Actie - Knapen, Schaft vreugde, en droefheid, onder't Kaapen";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/12 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 71 recto, rapporté sur onglet";
cl020629175;"Arlequyn Actionist";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/13 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 72 recto, gravé au recto";
cl020629176;"Vytslag der Wind Negotie";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/14 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 73 recto, rapporté sur onglet";
cl020629177;"Quincampoix In Duigen";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/15 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 74 recto, rapporté sur onglet";
cl020629178;"De Eklips der Zuider Zon doet veele in't duister zitten Veroorzaakt door de onpolitike Maan der Brn";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/16 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 75 recto, rapporté sur onglet";
cl020629179;"Bombario, o dood Gy waart geen vrind van Law toen gy Paus Clemens schoot";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/18 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 77 recto, rapporté sur onglet";
cl020629180;"Monument consacré à la postérité en mémoire de la folie incroyable de la XX. année du XVIIIe siècle / Ter eeuwiger gedagtenisse der dwaasheid van het XX. Jaar Der XVIII. eeuw";"PICART Bernard";1720;"L 483 LR/19 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 78 recto, rapporté sur onglet";
cl020629181;"De Waereld is een speel Toneel, Elk speeld zyn rol en krygt zyn deel";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/20 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 79 recto, rapporté sur onglet";
cl020629182;"De Verslagen Actionist in de Stoel met Rinkels, overreeden geweest van't gelauwerd paard van Troje";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/21 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 80 recto, rapporté sur onglet";
cl020629183;"De zuidzé compagnie door wind In top gerezen";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/22 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 81 recto, rapporté sur onglet";
cl020629184;"Der grosse Versammel - platz der Wind verkäuffer. A. 1720.";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/23 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 82 recto, rapporté sur onglet";
cl020629185;"De Inbeelding Heersseres van't Rookverkopers - gild, Maald Missisisippi hier it geen Vrankryks schat verspild.";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/24 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 83 recto, rapporté sur onglet";
cl020629186;"Dulcinia en't Actie Roth, Verzoekt den Lawen Don Quichot...";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/25 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 84 recto, gravé au recto";
cl020629187;"Stryd tuszen de smullende bubbel heeren, en de aanstaande armoede.";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/26 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 85 recto, rapporté sur onglet";
cl020629188;"Bombario actionist en de Geest van Esopus";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/27 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 86 recto, rapporté au recto";
cl020629189;"Actieuse Nacht- Wind- Zanger met zyn Tover Slons";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/28 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 86 recto, rapporté au recto";
cl020629190;"Natuur Actie - Doctor of klap - achtig Bobbel Meester";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/29 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 86 recto, rapporté au recto";
cl020629191;"Directrice der Vervalle Actie - Regimenten : en byzonderlyk van Natuurlyke Lawe Actien";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/30 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 86 recto, rapporté au recto";
cl020629192;"Verhens Beker van Fiâne of Vianem";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/31 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 87 recto, rapporté au recto";
cl020629193;"Rector Magnificus van de Ongeactioneerde Litteratuur";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/32 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 87 recto, rapporté au recto";
cl020629194;"Ontsprongen rondom bedekte Blaaskaak";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/33 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 87 recto, rapporté au recto";
cl020629195;"Contrarolleur van de Gelukkige en rampzalige Lapis - zoekers";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/34 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 87 recto, rapporté au recto";
cl020629196;"Sileni Alcibiadis";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/35 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 88 recto, gravé au recto";
cl020629197;"De Inventeur de Windnegotie Op zyn Zegekar";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/36 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 89 recto, rapporté sur onglet";
cl020629198;"De vervallen actionisten hersteld door den triompheerden Arlequin";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/37 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 90 recto, rapporté sur onglet";
cl020629199;"De Verwarde Actionisten Torenbouw Tot Babel";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/38 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 91 recto, rapporté sur onglet";
cl020629200;"De Viaantsche Tol-Poort voor d'Actionisten komende uyt alle Steeden";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/39 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 92 recto, rapporté sur onglet";
cl020629201;"Gedenk- boog.ter begraaf- plaats der vitgeteer de Actionisten. Arc Memorial dressé au lieu de l'enterremenet des Actionistes";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/40 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 93 recto, rapporté sur onglet";
cl020629202;"Spiegel der Reden voor de Wanhopende Actionistes";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/41 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 94 recto, gravé au recto";
cl020629203;"De Malle Actionisten Naar Vianen of't Peperland";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/42 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 95 recto, gravé au recto";
cl020629204;"De Opgehulde actionisten In Hun Eer Aanzien Gesteld";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/43 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 96, rapporté sur onglet";
cl020629205;"Waare Asbbelding van dern vermaraden Heer Quinquempoix";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/44 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 97, rapporté sur onglet";
cl020629206;"Des Waerelds doen en doolen Is maar een Mallemoolen";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/45 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 98, gravé au recto";
cl020629207;"Het Actiescheepjen, omgeslingerd op de báren. Lal zo lang Bubb lenitot het zal ten afgrond váren";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/46 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 99, gravé au recto";
cl020629208;"De Ridder van het Gilde Kalf of Hopman van de Vroege en Laate Slacht tyd In Optogt naar Orakel van Delfos";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/47 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 100 recto, rapporté sur onglet";
cl020629209;"Vonnis Van Apolover de Bubbels";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/48 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 101 recto, rapporté sur onglet";
cl020629210;"Schoon de eid'le Hoop nog hoopt, het actie boomtye sterft";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/49 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 102 recto, gravé au recto";
cl020629211;"De Schynschoone Actie-Sphinx Springt hier zig Zelven Dood, zo dra als Edipus het vals Geheim Ontbloot";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/50 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 103 recto, rapporté sur onglet";
cl020629212;"De bubbel Jongen, die zyn schat: ten heeft verspilit, Tragt nu naar voordeel, met het Jagen van grof wild.";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/51 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 105 recto, gravé au recto";
cl020629213;"Al wie zyn mag te veel d'Acties heest belaân. Proest deez vergetelbeek ; zo zal zynn kwaal vergaan";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/52 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR";
cl020629214;"De Lachen De Ezopus, op het koolmaal, gehouden ter afscheyd van de Actieapen";"ANONYME HOLLANDAIS XVIIIè s";1720;"L 483 LR/54 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Het groote Tafereel der Dwaasheid, Vertoonende de opkomst, voortgang en ondergang der Actie, Bubbel en Windnegotie, in Vrankryk, Engeland, en de Nederlanden, gepleegt in dem jaare MDCCXX, L 483 LR, Folio 107 recto, rapporté sur onglet";
