ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020624675;"Vue d'une ville ou un village fortifié";"ANONYME XVIIè s";;"829 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 49, dessiné au verso";
cl020624676;"Paysage avec des maisons, une tour fortifiée et un fort";"ANONYME XVIIè s";;"830 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 50, dessiné au verso";
cl020624677;"Passignano, paysage avec des maisons";"ANONYME XVIIè s";;"831 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 51, dessiné au verso";
cl020624678;"Tuoro, paysage avec maisons";"ANONYME XVIIè s";;"832 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 52, dessiné au verso";
cl020624679;"Esquisse sommaire";"ANONYME XVIIè s";;"833 DR/ Recto; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 53, dessiné au recto";
cl020624680;"Il Borgetto, paysage avec maisons";"ANONYME XVIIè s";;"833 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 53, dessiné au verso";
cl020624681;"Vue d'une ville ou d'un village sur une colline";"ANONYME XVIIè s";;"834 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 54, dessiné au verso";
cl020624682;"Groupes de soldats dont deux portent des lances";"ANONYME XVIIè s";;"835 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 55, dessiné au verso";
cl020624683;"Groupes de gentilshommes et de soldats";"ANONYME XVIIè s";;"836 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 56, dessiné au verso";
cl020624684;"Groupe d'hommes dont deux portent des tambours";"ANONYME XVIIè s";;"837 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 57, dessiné au verso";
cl020624685;"Groupe de soldats dont certains sont au repos";"ANONYME XVIIè s";;"838 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 58, dessiné au verso";
cl020624686;"Groupes d'hommes dont plusieurs portent des chapeaux et des pèlerines";"ANONYME XVIIè s";;"839 DR/ Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 59, dessiné au verso";
cl020624687;"Esquisse de personnages";"ANONYME XVIIè s";;"839 DR/1 Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 60, dessiné au verso";
cl020624688;"Groupes de personnages";"ANONYME XVIIè s";;"839 DR/2 Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 61, dessiné au verso";
cl020624689;"Note manuscrite";"ANONYME XVIIè s";;"839 DR/3 Recto; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 63, dessiné au recto";
cl020624690;"Esquisse de moulin et d'arbre et notes manuscrites";"ANONYME XVIIè s";;"839 DR/3 Verso; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album 792 DR à 839 DR, Folio 63, dessiné au verso";
cl020624691;"Note manuscrite";"ANONYME XVIè s";;"1259 DR/1 Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, dessiné sur le contreplat de devant";
cl020624692;"Note manuscrite";"ANONYME XVIè s";;"1259 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, dessiné au recto";
cl020624693;"Femme en robe rouge";"ANONYME XVIè s";;"1260 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 1, dessiné au recto";
cl020624694;"Femme en robe verte et mauve";"ANONYME XVIè s";;"1261 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 2, dessiné au recto";
cl020624695;"Femme en robe noire";"ANONYME XVIè s";;"1262 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 3, dessiné au recto";
cl020624696;"Femme en robe rouge portant un long voile";"ANONYME XVIè s";;"1263 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 4, dessiné au recto";
cl020624697;"Femme en robe noire portant un rosaire";"ANONYME XVIè s";;"1264 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 5, dessiné au recto";
cl020624698;"Femme en robe noire";"ANONYME XVIè s";;"1265 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 6, dessiné au recto";
cl020624699;"Femme en robe noire portant un long voile blanc";"ANONYME XVIè s";;"1266 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 7, dessiné au recto";
cl020624700;"Femme en robe bleu-rouge recouverte par un pèlerine";"ANONYME XVIè s";;"1267 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 8, dessiné au recto";
cl020624701;"Femme en robe rouge recouverte par un pèlerine";"ANONYME XVIè s";;"1268 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 9, dessiné au recto";
cl020624702;"Femme en robe noire";"ANONYME XVIè s";;"1269 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 10, dessiné au recto";
cl020624703;"Homme portant un habit rouge";"ANONYME XVIè s";;"1270 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 11, dessiné au recto";
cl020624704;"Une femme à l'intérieur d'un palanquin porté par deux hommes";"ANONYME XVIè s";;"1271 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 12, dessiné au recto";
cl020624705;"Un pape";"ANONYME XVIè s";;"1272 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 13, dessiné au recto";
cl020624706;"Un cardinal";"ANONYME XVIè s";;"1273 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 14, dessiné au recto";
cl020624707;"Un homme en habit noir";"ANONYME XVIè s";;"1274 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 15, dessiné au recto";
cl020624708;"Une portant une robe noire et une longue cape noire";"ANONYME XVIè s";;"1275 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 16, dessiné au recto";
cl020624709;"Femme en robe bleue portant un long voile";"ANONYME XVIè s";;"1276 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 17, dessiné au recto";
cl020624710;"Femme en robe noire portant un voile";"ANONYME XVIè s";;"1277 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 18, dessiné au recto";
cl020624711;"Femme en robe bleue portant un long voile";"ANONYME XVIè s";;"1278 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 19, dessiné au recto";
cl020624712;"Femme en robe verdâtre";"ANONYME XVIè s";;"1279 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 20, dessiné au recto";
cl020624713;"Femme en robe mauve";"ANONYME XVIè s";;"1280 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 21, dessiné au recto";
cl020624714;"Femme en robe rouge et blanche";"ANONYME XVIè s";;"1281 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 22, dessiné au recto";
cl020624715;"Femme en robe noire portant un long voile blanc";"ANONYME XVIè s";;"1282 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 23, dessiné au recto";
cl020624716;"Homme portant un fardeau sur son dos";"ANONYME XVIè s";;"1283 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 24, dessiné au recto";
cl020624717;"Homme portant un fardeau sur son dos";"ANONYME XVIè s";;"1284 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 25, dessiné au recto";
cl020624718;"Un prince ou un doge";"ANONYME XVIè s";;"1285 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 26, dessiné au recto";
cl020624719;"Un magistrat";"ANONYME XVIè s";;"1286 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 27, dessiné au recto";
cl020624720;"Aristocrate d'Inverno";"ANONYME XVIè s";;"1287 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 28, dessiné au recto";
cl020624721;"Femme en robe noire dont le visage est couvert par un long voile noir";"ANONYME XVIè s";;"1288 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 29, dessiné au recto";
cl020624722;"Une aristocrate";"ANONYME XVIè s";;"1289 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 30, dessiné au recto";
cl020624723;"Une veuve";"ANONYME XVIè s";;"1290 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 31, dessiné au recto";
cl020624724;"Une courtisane";"ANONYME XVIè s";;"1291 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 32, dessiné au recto";
cl020624725;"Une aristocrate";"ANONYME XVIè s";;"1292 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 33, dessiné au recto";
cl020624726;"Femme en robe noire";"ANONYME XVIè s";;"1293 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 34, dessiné au recto";
cl020624727;"Un homme en habit noir serre la main à une femme en robe rouge";"ANONYME XVIè s";;"1294 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 35, dessiné au recto";
cl020624728;"Un homme en habit rouge-vert, recouvert d'un drap blanc";"ANONYME XVIè s";;"1295 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 36, dessiné au recto";
cl020624729;"Un homme portant une lance, une épée, un arc, un carquois et des flèches";"ANONYME XVIè s";;"1296 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 37, dessiné au recto";
cl020624730;"Femme en robe rouge-brune portant un voile blanc sur sa tête";"ANONYME XVIè s";;"1297 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 38, dessiné au recto";
cl020624731;"Femme en robe rouge portant une cape brune";"ANONYME XVIè s";;"1298 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 39, dessiné au recto";
cl020624732;"Femme de Venise";"ANONYME XVIè s";;"1299 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 40, dessiné au recto";
cl020624733;"Femme de Venise";"ANONYME XVIè s";;"1300 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 41, dessiné au recto";
cl020624734;"Homme allongé sur une civière portée par deux hommes";"ANONYME XVIè s";;"1301 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 42, dessiné au recto";
cl020624735;"Femme portant un enfant sur son dos, des épis dans des bras";"ANONYME XVIè s";;"1302 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 43, dessiné au recto";
cl020624736;"Une lavandière";"ANONYME XVIè s";;"1303 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 44, dessiné au recto";
cl020624737;"Une femme en robe rouge portant un éventail noir dans sa main";"ANONYME XVIè s";;"1304 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 45, dessiné au recto";
cl020624738;"Deux hommes dans une gondole dirigée par deux hommes";"ANONYME XVIè s";;"1305 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 46, dessiné au recto";
cl020624739;"Deux femmes dans une gondole dirigée par deux hommes";"ANONYME XVIè s";;"1306 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 47, dessiné au recto";
cl020624740;"Un chasseur portant un fusil dans sa main";"ANONYME XVIè s";;"1307 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 48, dessiné au recto";
cl020624741;"Deux hommes à cheval portant des fusils";"ANONYME XVIè s";;"1308 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 49, dessiné au recto";
cl020624742;"Femme en robe verte portant une veste rouge";"ANONYME XVIè s";;"1309 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 50, dessiné au recto";
cl020624743;"Femme en robe verte-rouge portant une couronne sur sa tête et un rosaire dans sa main";"ANONYME XVIè s";;"1310 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 51, dessiné au recto";
cl020624744;"Femme en robe verte-blanche";"ANONYME XVIè s";;"1311 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 52, dessiné au recto";
cl020624745;"Femme en robe noire";"ANONYME XVIè s";;"1312 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 53, dessiné au recto";
cl020624746;"Femme en robe rouge-verte";"ANONYME XVIè s";;"1313 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 54, dessiné au recto";
cl020624747;"Homme en costume turc à cheval";"ANONYME XVIè s";;"1314 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 55, dessiné au recto";
cl020624748;"Homme en costume turc à cheval";"ANONYME XVIè s";;"1315 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 56, dessiné au recto";
cl020624749;"Homme en costume turc à cheval";"ANONYME XVIè s";;"1316 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 57, dessiné au recto";
cl020624750;"Homme en costume turc à cheval";"ANONYME XVIè s";;"1317 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 58, dessiné au recto";
cl020624751;"Homme en costume turc à cheval";"ANONYME XVIè s";;"1318 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 59, dessiné au recto";
cl020624752;"Femme en habit de paysanne portant un enfant et une quenouille dans ses bras";"ANONYME XVIè s";;"1319 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 60, dessiné au recto";
cl020624753;"Femme portant un panier rempli d'oeufs et un poulet dans ses mains";"ANONYME XVIè s";;"1320 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 61, dessiné au recto";
cl020624754;"Femme en habit de paysanne";"ANONYME XVIè s";;"1321 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 62, dessiné au recto";
cl020624755;"Femme portant un panier rempli d'oefs";"ANONYME XVIè s";;"1322 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 63, dessiné au recto";
cl020624756;"Femme en robe rouge";"ANONYME XVIè s";;"1323 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 64, dessiné au recto";
cl020624757;"Femme en habit de paysanne";"ANONYME XVIè s";;"1324 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 65, dessiné au recto";
cl020624758;"Femme vue de dos, portant une quenouille dans ses mains";"ANONYME XVIè s";;"1325 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 66, dessiné au recto";
cl020624759;"Homme portant un turban sur sa tête et un bâton dans sa main";"ANONYME XVIè s";;"1326 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 67, dessiné au recto";
cl020624760;"Homme portant un haut chapeau rouge sur sa tête et un bâton dans sa main";"ANONYME XVIè s";;"1327 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 68, dessiné au recto";
cl020624761;"Femme à cheval portant une épée dans sa main";"ANONYME XVIè s";;"1328 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 69, dessiné au recto";
cl020624762;"Femme portant une robe et une cape noire et un rosaire dans sa main";"ANONYME XVIè s";;"1329 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 70, dessiné au recto";
cl020624763;"Homme portant un livre dans ses mains";"ANONYME XVIè s";;"1330 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 71, dessiné au recto";
cl020624764;"Fileuse portant une quenouille dans ses mains";"ANONYME XVIè s";;"1331 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 72, dessiné au recto";
cl020624765;"Un prêtre portant un livre dans sa main";"ANONYME XVIè s";;"1332 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 73, dessiné au recto";
cl020624766;"Homme portant un haut chapeau rouge sur sa tête et une hache et une épée dans ses mains";"ANONYME XVIè s";;"1333 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 74, dessiné au recto";
cl020624767;"Homme en habit vert-rouge, les bras croisés, portant une épée attachée à sa ceinture";"ANONYME XVIè s";;"1334 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 75, dessiné au recto";
cl020624768;"Un religieux portant un crucifix et un rosaire dans ses mains";"ANONYME XVIè s";;"1335 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 76, dessiné au recto";
cl020624769;"Homme couvert par un ample habit brun";"ANONYME XVIè s";;"1336 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 77, dessiné au recto";
cl020624770;"Homme portant un arc, un carquois et des flèches";"ANONYME XVIè s";;"1337 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 78, dessiné au recto";
cl020624771;"Homme portant un panier rempli d'oeufs et des oiseaux dans ses mains";"ANONYME XVIè s";;"1338 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 79, dessiné au recto";
cl020624772;"Homme portant un riche habit et un sceptre dans sa main";"ANONYME XVIè s";;"1339 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 80, dessiné au recto";
cl020624773;"Un personnage zoomorphe à cheval à côté d'un homme brandissant un fouet";"ANONYME XVIè s";;"1340 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 81, dessiné au recto";
cl020624774;"Un homme portant un long bâton et un panier d'oeufs dans ses mains";"ANONYME XVIè s";;"1341 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 82, dessiné au recto";
cl020624775;"Un religieux portant un livre dans sa main";"ANONYME XVIè s";;"1342 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 83, dessiné au recto";
cl020624776;"Homme portant une fourche dans ses mains";"ANONYME XVIè s";;"1343 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 84, dessiné au recto";
cl020624777;"Homme portant un habit noir et un chapeau noir sur sa tête";"ANONYME XVIè s";;"1344 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 85, dessiné au recto";
cl020624778;"Homme portant un chapeau bleu-noir, une pèlerine bleue et une crosse dans sa main";"ANONYME XVIè s";;"1345 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 86, dessiné au recto";
cl020624779;"Le sultan Mourad";"ANONYME XVIè s";;"1346 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 87, dessiné au recto";
cl020624780;"Homme en habit truc";"ANONYME XVIè s";;"1347 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 88, dessiné au recto";
cl020624781;"Esclave et page de la cour";"ANONYME XVIè s";;"1348 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 89, dessiné au recto";
cl020624782;Esclave;"ANONYME XVIè s";;"1349 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 90, dessiné au recto";
cl020624783;Esclave;"ANONYME XVIè s";;"1350 DR/ Recto; vol.1, p.27";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de costumes de diverses nations 1259 DR à 1366 DR, Folio 91, dessiné au recto";
