ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020537723;"Le baron de Trenck en prison";"DESRAIS Claude-Louis";;"3625 DR/ Recto; 906; vol.1, p.28";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537724;"Capitulation d'une ville : Scène relative à la guerre d'Amérique";"DESRAIS Claude-Louis";;"3626 DR/ Recto; 907; vol.1, p.28";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537725;"Eventail allégorique sur le clergé";"ANONYME FRANCAIS XVIIIè s";;"3627 DR/ Recto; 911; vol.1, p.28";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537726;"Allégorie relative au Tiers Etat (quatre couplets)";"ANONYME FRANCAIS XVIIIè s";;"3628 DR/ Recto; 912; vol.1, p.28";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537727;"Allégorie sur la Montagne";"ANONYME DE LA REVOLUTION";;"3629 DR/ Recto; 913; vol.1, p.28";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537728;"Louis XVI, rappelant Necker, fait cesser les abus et ramène le bonheur (allégorie)";"ANONYME FRANCAIS XVIIIè s";;"3630 DR/ Recto; 924; vol.1, p.28";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537729;"Marie-Antoinette devant le tribunal révolutionnaire";"ANONYME FRANCAIS XVIIIè s";;"3631 DR/ Recto; 932; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537731;"Allégorie relative à la République (Directoire exécutif)";"Le Barbier, Jean Jacques François";;"3632 DR/ Recto; 919; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537732;"Portrait médaillon de Marie-Antoinette d'Autriche, au bas scène de l'envahissement des appartements de la reine";"ANONYME FRANCAIS XVIIIè s";;"3633 DR/ Recto; 934; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537733;"Louis XVI sur l'échafaud parlant au peuple";"Monnet, Charles";;"3634 DR/ Recto; 937; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537734;"Alerte dans les Champs-Elysées";"ANONYME DE LA REVOLUTION";;"3635 DR/ Recto; 940; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537735;"Exposition d'un condamné sur la place de la Concorde";"ANONYME FRANCAIS XVIIIè s";;"3636 DR/ Recto; 946; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537736;"Commencement de l'attaque du Château des Tuileries";"ANONYME DE LA REVOLUTION";;"3637 DR/ Recto; 948; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537737;"Le peuple travaille du côté de Montmartre à fortifier Paris";"ANONYME DE LA REVOLUTION";;"3638 DR/1 Recto; 949; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537738;"Massacre des Carmes du Luxembourg et l'Hôtel de la force";"ANONYME FRANCAIS XVIIIè s";;"3639 DR/ Recto; 950; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537740;"Massacre dans les prisons";"ANONYME FRANCAIS XVIIIè s";;"3641 DR/ Recto; 952; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537741;"Massacre à la Salpétrière des femmes de mauvaise vie";"ANONYME FRANCAIS XVIIIè s";;"3642 DR/1 Recto; 953; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537742;"La maison de l'accoucheur Desormaux envahie par une patrouille (1793)";"ANONYME FRANCAIS XVIIIè s";;"3643 DR/1 Recto; 954; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537743;"Projet d'un monument en faveur de Louis XVI après l'acceptation de la Constitution";POISSON;;"3644 DR/ Recto; 957; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537744;"Monument à la mémoire de Marat";"ANONYME FRANCAIS XVIIIè s";;"3645 DR/ Recto; 958; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537745;"Henri de Fouroi, mort en 1638";"ANONYME FRANCAIS XVIIIè s";;"3646 DR/ Recto; 967; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537747;"Le receveur Sauveur mis à mort par les émigrés à la Roche Bernard";"ANONYME FRANCAIS XVIIIè s";;"3647 DR/1 Recto; 989; vol.1, p.29";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537748;"Acte de bravoure de Daudurand Maréchal des Logis en Vendée, An II, 10 brumaire";"ANONYME DE LA REVOLUTION";;"3648 DR/1 Recto; 990; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537749;"Tableau d'une partie des crimes commis pendant la Révolution";"PRUDHOMME Louis-Marie";;"3649 DR/ Recto; 991; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537750;"21 juillet 1792";"ANONYME FRANCAIS XVIIIè s";;"3650 DR/ Recto; 996; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537751;"Les ornements des églises apportés à la Convention";"ANONYME FRANCAIS XVIIIè s";;"3651 DR/1 Recto; 999; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537752;"Les députés de la Gironde condamnés à mort et jetant des assignats au peuple qui les déchire";"ANONYME DE LA REVOLUTION";;"3652 DR/ Recto; 1008; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537753;"Scéance du tribunal révolutionnaire";"ANONYME FRANCAIS XVIIIè s";;"3653 DR/ Recto; 1011; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537754;"Personnage couronné devant le tribunal révolutionnaire";"ANONYME FRANCAIS XVIIIè s";;"3654 DR/ Recto; 1012; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537755;"Les Fureurs du peuple français contre les rois";"ANONYME FRANCAIS XVIIIè s";;"3655 DR/ Recto; 1017; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537756;"Vue perspective d'un monument à la Liberté élevé en 1791 à Montpellier";"ANONYME FRANCAIS XVIIIè s";;"3656 DR/ Recto; 852; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537757;"Intérieur de la halle au blé";"ANONYME FRANCAIS XVIIIè s";;"3657 DR/ Recto; 955; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537758;"Candélabre satirique";"ANONYME FRANCAIS XVIIIè s";;"3658 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537759;"Candélabre satirique";"ANONYME FRANCAIS XVIIIè s";;"3659 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537760;"Candélabre satirique";"ANONYME FRANCAIS XVIIIè s";;"3660 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537761;"Pièce contre le manifeste du Duc de Brunswick";"ANONYME FRANCAIS XVIIIè s";;"3661 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537762;"Projet de socle pour un momumennt au Consulat";"ANONYME FRANCAIS XVIIIè s";;"3662 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537763;"L'absolution d'un paysan moyennant une bourse et des offrandes";"ANONYME FRANCAIS XVIIIè s";;"3663 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537764;"Les Restitutions ecclésiastiques";"ANONYME FRANCAIS XVIIIè s";;"3664 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020537765;"Arlequin et l'ecclésiastique";"ANONYME FRANCAIS XVIIIè s";;"3665 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537766;"Rendre le trop-manger";"ANONYME FRANCAIS XVIIIè s";;"3666 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537767;"Rendre le trop-manger";"ANONYME FRANCAIS XVIIIè s";;"3667 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537768;"Portrait de la Compagnie de Jésus";"ANONYME FRANCAIS XVIIIè s";;"3668 DR/ Recto; 1365; vol.1, p.30";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537769;"Doléance sur la métamorphose des diocèses en département";"ANONYME FRANCAIS XVIIIè s";;"3669 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537770;"Le Seigneur Veto";"ANONYME FRANCAIS XVIIIè s";;"3670 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537771;"1er Avril 1791";"ANONYME FRANCAIS XVIIIè s";;"3671 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537772;"Faites le pas M. le Curé";"ANONYME FRANCAIS XVIIIè s";;"3672 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020537773;"Les Richesses du Clergé";"ANONYME FRANCAIS XVIIIè s";;"3673 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537774;"Noble cabriolet à la Coblence";"ANONYME FRANCAIS XVIIIè s";;"3674 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537775;"Evêque réfractaire";"ANONYME FRANCAIS XVIIIè s";;"3675 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537776;"Le Marchand d'orviétan";"ANONYME FRANCAIS XVIIIè s";;"3676 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537777;"L'Electeur de Trèves";"ANONYME FRANCAIS XVIIIè s";;"3677 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537778;"A la santé de la Nation ou sinon";"ANONYME FRANCAIS XVIIIè s";;"3678 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537780;"Au second ordre de l'Etat";"ANONYME FRANCAIS XVIIIè s";;"3680 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537781;"Dessèchement des anciens gouvernements français monarchiques et révolutionnaires";"ANONYME FRANCAIS XVIIIè s";;"3681 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537782;"Rendre encore le trop manger";"ANONYME FRANCAIS XVIIIè s";;"3682 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537783;"L'autre monde du clergé. L'abbé Maury en est chassé";"ANONYME FRANCAIS XVIIIè s";;"3683 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537784;"Le Nivellement général de la France";"ANONYME FRANCAIS XVIIIè s";;"3684 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537785;"Sur le changement des bénéfices en salaires";"ANONYME FRANCAIS XVIIIè s";;"3685 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537786;"Que fais-tu là Français ?";"ANONYME FRANCAIS XVIIIè s";;"3686 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537787;"Cortège triomphal";"ANONYME FRANCAIS XVIIIè s";;"3687 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537788;"La Marche royale";"ANONYME FRANCAIS XVIIIè s";;"3688 DR/ Recto; 1365; vol.1, p.31";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537789;"La sentinelle par Louvet";"ANONYME FRANCAIS XVIIIè s";;"3689 DR/ Recto; 1365; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537790;"Ah ! t'es donc de ces anciens ligueux ?";"ANONYME FRANCAIS XVIIIè s";;"3690 DR/ Recto; 1365; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537791;"Le Diable propriétaire du clergé";"ANONYME FRANCAIS XVIIIè s";;"3691 DR/ Recto; 1365; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537792;"L'Abbé de Fénelon, prédicateur des Savoyards";"ANONYME FRANCAIS XVIIIè s";;"3692 DR/ Recto; 1366; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537793;"Angrand d'Alleray";"ANONYME FRANCAIS XVIIIè s";;"3693 DR/ Recto; 1366; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537794;"Pontarlier, brigand exécuté sous Louis XVI";"ANONYME FRANCAIS XVIIIè s";;"3694 DR/ Recto; 1366; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537796;"Abbé Becket, Supérieur du Séminaire du St Esprit";"ANONYME FRANCAIS XVIIIè s";;"3696 DR/ Recto; 1366; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537797;"L'Abbé Fénelon, à 40 ans";"ANONYME FRANCAIS XVIIIè s";;"3697 DR/ Recto; 1366; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537798;"Orchan II empereur des Turcs";"ANONYME FRANCAIS XVIIIè s";;"3698 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537799;"Osman I, Empereur des Turcs";"ANONYME FRANCAIS XVIIIè s";;"3699 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537800;"Bajazet Ier, Empereur des Turcs";"ANONYME FRANCAIS XVIIIè s";;"3700 DR/ Recto; 1367";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537801;"Gaston de Foix tué à la bataille de Ravennes";"ANONYME FRANCAIS XVIIIè s";;"3701 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537802;"Gouvernement du Cardinal Richelieu";"ANONYME FRANCAIS XVIIIè s";;"3702 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537803;"Henri IV et d'Aumont après la bataille";"ANONYME FRANCAIS XVIIIè s";;"3703 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537804;"Saint Louis reconstruit les fortifications de Césarée";"ANONYME FRANCAIS XVIIIè s";;"3704 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537805;"Cosme de Médécis tué par son fils";"ANONYME FRANCAIS XVIIIè s";;"3705 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537806;"Balthazar Peruzzi peignant le Connétable de Bourbon";"ANONYME FRANCAIS XVIIIè s";;"3706 DR/ Recto; 1367; vol.1, p.32";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537807;"Louis XI";"ANONYME FRANCAIS XVIIIè s";;"3707 DR/ Recto; 1367; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537809;"Projet de bosquet";"ANONYME FRANCAIS XVIIIè s";;"3709 DR/ Recto; 1370; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537810;"Allégorie sur la République";"ANONYME FRANCAIS XVIIIè s";;"3710 DR/ Recto; 1379; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537811;"Allégorie sur la République";"ANONYME FRANCAIS XVIIIè s";;"3711 DR/ Recto; 1369; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537813;"Allégorie du mariage du Mgr. le Dauphin";"ANONYME FRANCAIS XVIIIè s";;"3713 DR/ Recto; 1369; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537814;"Allégorie sur l'agriculture";"ANONYME FRANCAIS XVIIIè s";;"3714 DR/ Recto; 1369; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020537815;"Allégorie sur la Constitution française";"ANONYME FRANCAIS XVIIIè s";;"3715 DR/ Recto; 1369; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, grand format";
cl020537816;"Médaille décernée au Général Bonaparte par le Corps Législatif";"ANONYME FRANCAIS XVIIIè s";;"3716 DR/ Recto; 1369; vol.1, p.33";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
